grid_name,teff,tinner,number,odep,c,d,e,f,g,h,mdot,vexp,i
corundum-20-bb,3200,800,28,0.545,14100.0,466000000000000.0,20.6,3.48,17.0,0.0,9.87e-06,10.8,2.41
corundum-20-bb,3200,800,29,0.58,13900.0,470000000000000.0,20.7,3.5,17.0,0.0,1.03e-05,10.6,2.39
corundum-20-bb,3200,800,30,0.617,13700.0,473000000000000.0,20.9,3.53,16.0,0.0,1.08e-05,10.4,2.37
corundum-20-bb,3200,800,31,0.657,13500.0,476000000000000.0,21.0,3.55,16.0,0.0,1.12e-05,10.3,2.35
corundum-20-bb,3200,800,32,0.7,13300.0,479000000000000.0,21.1,3.58,16.0,0.0,1.18e-05,10.1,2.33
corundum-20-bb,3200,800,33,0.745,13100.0,483000000000000.0,21.3,3.6,16.0,0.0,1.23e-05,9.96,2.31
corundum-20-bb,3200,800,34,0.794,13000.0,486000000000000.0,21.4,3.63,16.0,0.0,1.28e-05,9.81,2.29
corundum-20-bb,3200,800,35,0.845,12800.0,489000000000000.0,21.6,3.65,16.0,0.0,1.34e-05,9.65,2.26
corundum-20-bb,3200,800,36,0.9,12600.0,492000000000000.0,21.7,3.67,16.0,0.0,1.4e-05,9.5,2.23
corundum-20-bb,3200,800,37,0.958,12400.0,496000000000000.0,21.9,3.7,16.0,0.0,1.46e-05,9.34,2.21
corundum-20-bb,3200,800,38,1.02,12300.0,499000000000000.0,22.0,3.72,16.0,0.0,1.53e-05,9.19,2.18
corundum-20-bb,3200,800,39,1.09,12100.0,502000000000000.0,22.2,3.75,16.0,0.0,1.6e-05,9.03,2.15
corundum-20-bb,3200,800,40,1.16,12000.0,506000000000000.0,22.3,3.77,15.0,0.0,1.67e-05,8.87,2.11
corundum-20-bb,3200,800,41,1.23,11800.0,509000000000000.0,22.4,3.8,15.0,0.0,1.74e-05,8.72,2.08
corundum-20-bb,3200,800,42,1.31,11700.0,511000000000000.0,22.5,3.81,15.0,0.0,1.8e-05,8.59,2.06
corundum-20-bb,3200,800,43,1.4,11600.0,514000000000000.0,22.7,3.84,15.0,0.0,1.88e-05,8.44,2.03
corundum-20-bb,3200,800,44,1.49,11400.0,518000000000000.0,22.8,3.86,15.0,0.0,1.97e-05,8.29,1.99
corundum-20-bb,3200,800,45,1.58,11200.0,522000000000000.0,23.0,3.89,15.0,0.0,2.07e-05,8.22,1.94
corundum-20-bb,3200,800,46,1.69,11100.0,525000000000000.0,23.2,3.92,15.0,0.0,2.16e-05,8.08,1.91
corundum-20-bb,3200,800,47,1.8,10900.0,529000000000000.0,23.3,3.95,15.0,0.0,2.26e-05,7.94,1.87
corundum-20-bb,3200,800,48,1.91,10800.0,532000000000000.0,23.5,3.97,15.0,0.0,2.36e-05,7.81,1.84
corundum-20-bb,3200,800,49,2.04,10600.0,536000000000000.0,23.6,4.0,15.0,0.0,2.46e-05,7.7,1.8
corundum-20-bb,3200,800,50,2.17,10500.0,540000000000000.0,23.8,4.03,15.0,0.0,2.57e-05,7.58,1.77
corundum-20-bb,3200,800,51,2.31,10400.0,543000000000000.0,24.0,4.05,15.0,0.0,2.69e-05,7.46,1.74
corundum-20-bb,3200,800,52,2.46,10200.0,547000000000000.0,24.1,4.08,14.0,0.0,2.81e-05,7.35,1.7
corundum-20-bb,3200,800,53,2.62,10100.0,549000000000000.0,24.2,4.1,14.0,0.0,2.9e-05,7.27,1.68
corundum-20-bb,3200,800,54,2.79,10000.0,553000000000000.0,24.4,4.12,14.0,0.0,3.04e-05,7.16,1.65
corundum-20-bb,3200,800,55,2.97,9880.0,556000000000000.0,24.5,4.15,14.0,0.0,3.18e-05,7.06,1.62
corundum-20-bb,3200,800,56,3.16,9750.0,560000000000000.0,24.7,4.18,14.0,0.0,3.32e-05,6.96,1.58
corundum-20-bb,3200,800,57,3.36,9620.0,564000000000000.0,24.9,4.21,14.0,0.0,3.47e-05,6.87,1.55
corundum-20-bb,3200,800,58,3.58,9490.0,568000000000000.0,25.0,4.24,14.0,0.0,3.64e-05,6.78,1.53
corundum-20-bb,3200,800,59,3.81,9330.0,572000000000000.0,25.2,4.27,14.0,0.0,3.82e-05,6.75,1.49
corundum-20-bb,3200,800,60,4.06,9210.0,576000000000000.0,25.4,4.3,14.0,1.0,4e-05,6.67,1.46
corundum-20-bb,3200,800,61,4.32,9110.0,580000000000000.0,25.6,4.32,14.0,0.0,4.17e-05,6.75,1.41
corundum-20-bb,3200,800,62,4.6,8980.0,584000000000000.0,25.7,4.35,14.0,0.0,4.36e-05,6.67,1.38
corundum-20-bb,3200,800,63,4.9,8860.0,588000000000000.0,25.9,4.38,14.0,0.0,4.57e-05,6.6,1.36
corundum-20-bb,3200,800,64,5.22,8730.0,592000000000000.0,26.1,4.41,14.0,0.0,4.78e-05,6.52,1.33
corundum-20-bb,3200,800,65,5.56,8610.0,596000000000000.0,26.3,4.45,13.0,0.0,5e-05,6.45,1.31
corundum-20-bb,3200,800,66,5.92,8490.0,600000000000000.0,26.5,4.48,13.0,0.0,5.24e-05,6.39,1.28
corundum-20-bb,3200,800,67,6.3,8370.0,605000000000000.0,26.7,4.51,13.0,0.0,5.49e-05,6.32,1.26
corundum-20-bb,3200,800,68,6.71,8240.0,609000000000000.0,26.9,4.54,13.0,0.0,5.75e-05,6.26,1.24
corundum-20-bb,3200,800,69,7.14,8120.0,614000000000000.0,27.1,4.58,13.0,0.0,6.03e-05,6.2,1.22
corundum-20-bb,3200,800,70,7.61,8040.0,617000000000000.0,27.2,4.6,13.0,0.0,6.24e-05,6.17,1.2
corundum-20-bb,3200,800,71,8.1,7920.0,622000000000000.0,27.4,4.64,13.0,0.0,6.54e-05,6.12,1.18
corundum-20-bb,3200,800,72,8.62,7790.0,626000000000000.0,27.6,4.67,13.0,0.0,6.86e-05,6.07,1.16
corundum-20-bb,3200,800,73,9.18,7670.0,631000000000000.0,27.9,4.71,13.0,0.0,7.2e-05,6.02,1.14
corundum-20-bb,3200,800,74,9.78,7550.0,637000000000000.0,28.1,4.75,13.0,0.0,7.55e-05,5.97,1.12
corundum-20-bb,3200,800,75,10.4,7420.0,642000000000000.0,28.3,4.79,13.0,0.0,7.93e-05,5.92,1.1
corundum-20-bb,3200,800,76,11.1,7300.0,647000000000000.0,28.6,4.83,13.0,0.0,8.33e-05,5.87,1.08
corundum-20-bb,3200,800,77,11.8,7170.0,653000000000000.0,28.8,4.87,13.0,0.0,8.75e-05,5.83,1.07
corundum-20-bb,3200,800,78,12.6,7040.0,659000000000000.0,29.1,4.92,13.0,1.0,9.2e-05,5.79,1.05
corundum-20-bb,3200,800,79,13.4,6880.0,667000000000000.0,29.4,4.98,13.0,1.0,9.65e-05,5.75,1.03
corundum-20-bb,3200,800,80,14.2,6750.0,673000000000000.0,29.7,5.02,12.0,1.0,0.000102,5.71,1.02
corundum-20-bb,3200,800,81,15.2,6620.0,680000000000000.0,30.0,5.07,12.0,1.0,0.000107,5.67,1.0
corundum-20-bb,3200,800,82,16.2,6490.0,687000000000000.0,30.3,5.12,12.0,1.0,0.000113,5.64,0.989
corundum-20-bb,3200,800,83,17.2,6350.0,694000000000000.0,30.6,5.18,12.0,1.0,0.000119,5.6,0.977
corundum-20-bb,3200,800,84,18.3,6220.0,701000000000000.0,30.9,5.23,12.0,1.0,0.000125,5.56,0.965
corundum-20-bb,3200,800,85,19.5,6090.0,709000000000000.0,31.3,5.29,12.0,1.0,0.000132,5.53,0.954
corundum-20-bb,3200,800,86,20.8,5950.0,717000000000000.0,31.6,5.35,12.0,1.0,0.000139,5.49,0.943
corundum-20-bb,3200,800,87,22.1,5840.0,724000000000000.0,31.9,5.4,12.0,1.0,0.000146,5.48,0.929
corundum-20-bb,3200,800,88,23.5,5700.0,732000000000000.0,32.3,5.46,12.0,1.0,0.000154,5.45,0.919
corundum-20-bb,3200,800,89,25.1,5560.0,741000000000000.0,32.7,5.53,12.0,1.0,0.000163,5.41,0.91
corundum-20-bb,3200,800,90,26.7,5420.0,751000000000000.0,33.1,5.6,12.0,2.0,0.000172,5.37,0.902
corundum-20-bb,3200,800,91,28.4,5280.0,761000000000000.0,33.6,5.68,12.0,2.0,0.000183,5.33,0.894
corundum-20-bb,3200,800,92,30.3,5140.0,772000000000000.0,34.0,5.76,11.0,2.0,0.000193,5.29,0.886
corundum-20-bb,3200,800,93,32.2,4990.0,783000000000000.0,34.5,5.84,11.0,2.0,0.000205,5.25,0.879
corundum-20-bb,3200,800,94,34.3,4850.0,794000000000000.0,35.0,5.93,11.0,2.0,0.000218,5.21,0.872
corundum-20-bb,3200,800,95,36.5,4700.0,806000000000000.0,35.6,6.02,11.0,2.0,0.000231,5.17,0.866
corundum-20-bb,3200,800,96,38.9,4560.0,819000000000000.0,36.1,6.11,11.0,2.0,0.000246,5.13,0.86
corundum-20-bb,3200,800,97,41.4,4410.0,832000000000000.0,36.7,6.21,11.0,2.0,0.000261,5.09,0.854
corundum-20-bb,3200,800,98,44.1,4270.0,846000000000000.0,37.3,6.31,11.0,2.0,0.000278,5.04,0.849
corundum-20-bb,3200,800,99,47.0,4130.0,861000000000000.0,38.0,6.42,11.0,3.0,0.000296,5.0,0.844
corundum-20-bb,3200,800,100,50.0,3980.0,876000000000000.0,38.7,6.54,10.0,3.0,0.000316,4.95,0.839
corundum-20-bb,3400,1000,1,0.1,46800.0,256000000000000.0,12.7,1.91,22.0,0.0,2.47e-06,18.2,2.4
corundum-20-bb,3400,1000,2,0.106,46100.0,257000000000000.0,12.8,1.92,22.0,0.0,2.62e-06,18.3,2.45
corundum-20-bb,3400,1000,3,0.113,45600.0,259000000000000.0,12.9,1.93,22.0,0.0,2.75e-06,18.3,2.48
corundum-20-bb,3400,1000,4,0.121,45000.0,261000000000000.0,13.0,1.94,22.0,0.0,2.89e-06,18.3,2.52
corundum-20-bb,3400,1000,5,0.129,44500.0,262000000000000.0,13.1,1.96,22.0,0.0,3.03e-06,18.3,2.55
corundum-20-bb,3400,1000,6,0.137,43900.0,264000000000000.0,13.1,1.97,22.0,0.0,3.18e-06,18.3,2.58
corundum-20-bb,3400,1000,7,0.146,43400.0,266000000000000.0,13.2,1.98,22.0,0.0,3.34e-06,18.2,2.61
corundum-20-bb,3400,1000,8,0.155,42800.0,267000000000000.0,13.3,1.99,22.0,0.0,3.5e-06,18.1,2.64
corundum-20-bb,3400,1000,9,0.165,42200.0,269000000000000.0,13.4,2.01,22.0,0.0,3.67e-06,18.1,2.67
corundum-20-bb,3400,1000,10,0.176,41700.0,271000000000000.0,13.5,2.02,22.0,0.0,3.84e-06,17.9,2.69
corundum-20-bb,3400,1000,11,0.187,41100.0,273000000000000.0,13.6,2.04,21.0,0.0,4.03e-06,17.8,2.71
corundum-20-bb,3400,1000,12,0.199,40500.0,275000000000000.0,13.7,2.05,21.0,0.0,4.22e-06,17.7,2.73
corundum-20-bb,3400,1000,13,0.212,40000.0,277000000000000.0,13.8,2.06,21.0,0.0,4.41e-06,17.5,2.74
corundum-20-bb,3400,1000,14,0.226,39400.0,279000000000000.0,13.9,2.08,21.0,0.0,4.62e-06,17.4,2.75
corundum-20-bb,3400,1000,15,0.241,38900.0,281000000000000.0,14.0,2.09,21.0,0.0,4.83e-06,17.2,2.76
corundum-20-bb,3400,1000,16,0.256,38300.0,283000000000000.0,14.1,2.11,21.0,0.0,5.05e-06,17.0,2.76
corundum-20-bb,3400,1000,17,0.273,37800.0,285000000000000.0,14.2,2.12,21.0,0.0,5.27e-06,16.7,2.77
corundum-20-bb,3400,1000,18,0.291,37200.0,287000000000000.0,14.3,2.14,21.0,0.0,5.51e-06,16.5,2.76
corundum-20-bb,3400,1000,19,0.31,36700.0,289000000000000.0,14.4,2.15,20.0,0.0,5.75e-06,16.2,2.76
corundum-20-bb,3400,1000,20,0.33,36200.0,291000000000000.0,14.5,2.17,20.0,0.0,5.99e-06,16.0,2.75
corundum-20-bb,3400,1000,21,0.351,35700.0,293000000000000.0,14.6,2.18,20.0,0.0,6.25e-06,15.7,2.74
corundum-20-bb,3400,1000,22,0.374,35200.0,295000000000000.0,14.7,2.2,20.0,0.0,6.51e-06,15.4,2.72
corundum-20-bb,3400,1000,23,0.398,34700.0,297000000000000.0,14.8,2.21,20.0,0.0,6.78e-06,15.1,2.7
corundum-20-bb,3400,1000,24,0.424,34300.0,299000000000000.0,14.9,2.23,20.0,0.0,7.06e-06,14.8,2.68
corundum-20-bb,3400,1000,25,0.451,33800.0,301000000000000.0,15.0,2.24,20.0,0.0,7.35e-06,14.4,2.66
corundum-20-bb,3400,1000,26,0.48,33400.0,303000000000000.0,15.1,2.26,19.0,0.0,7.64e-06,14.1,2.63
corundum-20-bb,3400,1000,27,0.511,32900.0,305000000000000.0,15.2,2.27,19.0,0.0,7.94e-06,13.7,2.6
corundum-20-bb,3400,1000,28,0.545,32500.0,307000000000000.0,15.3,2.29,19.0,0.0,8.29e-06,13.5,2.58
corundum-20-bb,3400,1000,29,0.58,32100.0,309000000000000.0,15.4,2.3,19.0,0.0,8.66e-06,13.3,2.56
corundum-20-bb,3400,1000,30,0.617,31700.0,311000000000000.0,15.5,2.32,19.0,0.0,9.05e-06,13.1,2.54
corundum-20-bb,3400,1000,31,0.657,31300.0,313000000000000.0,15.6,2.33,19.0,0.0,9.45e-06,12.9,2.52
corundum-20-bb,3400,1000,32,0.7,30900.0,315000000000000.0,15.7,2.35,19.0,0.0,9.87e-06,12.7,2.49
corundum-20-bb,3400,1000,33,0.745,30500.0,317000000000000.0,15.8,2.36,19.0,0.0,1.03e-05,12.5,2.46
corundum-20-bb,3400,1000,34,0.794,30100.0,319000000000000.0,15.9,2.38,19.0,0.0,1.08e-05,12.3,2.43
corundum-20-bb,3400,1000,35,0.845,29700.0,321000000000000.0,16.0,2.39,18.0,0.0,1.12e-05,12.1,2.4
corundum-20-bb,3400,1000,36,0.9,29400.0,323000000000000.0,16.1,2.41,18.0,0.0,1.17e-05,11.9,2.37
corundum-20-bb,3400,1000,37,0.958,29000.0,325000000000000.0,16.2,2.42,18.0,0.0,1.22e-05,11.7,2.33
corundum-20-bb,3400,1000,38,1.02,28600.0,327000000000000.0,16.3,2.44,18.0,0.0,1.28e-05,11.4,2.3
corundum-20-bb,3400,1000,39,1.09,28300.0,329000000000000.0,16.4,2.45,18.0,0.0,1.33e-05,11.2,2.26
corundum-20-bb,3400,1000,40,1.16,28000.0,331000000000000.0,16.5,2.47,18.0,0.0,1.39e-05,11.0,2.22
corundum-20-bb,3400,1000,41,1.23,27600.0,333000000000000.0,16.6,2.48,18.0,0.0,1.45e-05,10.8,2.19
corundum-20-bb,3400,1000,42,1.31,27300.0,334000000000000.0,16.7,2.5,18.0,0.0,1.5e-05,10.7,2.15
corundum-20-bb,3400,1000,43,1.4,27000.0,336000000000000.0,16.8,2.51,18.0,0.0,1.56e-05,10.5,2.12
corundum-20-bb,3400,1000,44,1.49,26700.0,338000000000000.0,16.9,2.53,18.0,0.0,1.63e-05,10.3,2.08
corundum-20-bb,3400,1000,45,1.58,26300.0,341000000000000.0,17.0,2.54,17.0,0.0,1.71e-05,10.2,2.02
corundum-20-bb,3400,1000,46,1.69,26000.0,343000000000000.0,17.1,2.56,17.0,0.0,1.78e-05,10.0,1.98
corundum-20-bb,3400,1000,47,1.8,25700.0,345000000000000.0,17.2,2.57,17.0,0.0,1.86e-05,9.87,1.95
corundum-20-bb,3400,1000,48,1.91,25400.0,347000000000000.0,17.3,2.59,17.0,0.0,1.94e-05,9.7,1.91
corundum-20-bb,3400,1000,49,2.04,25100.0,349000000000000.0,17.4,2.6,17.0,0.0,2.03e-05,9.53,1.87
corundum-20-bb,3400,1000,50,2.17,24800.0,351000000000000.0,17.5,2.62,17.0,0.0,2.12e-05,9.38,1.83
corundum-20-bb,3400,1000,51,2.31,24500.0,353000000000000.0,17.6,2.63,17.0,0.0,2.21e-05,9.22,1.8
corundum-20-bb,3400,1000,52,2.46,24200.0,355000000000000.0,17.7,2.65,17.0,0.0,2.31e-05,9.06,1.76
corundum-20-bb,3400,1000,53,2.62,24000.0,357000000000000.0,17.8,2.66,17.0,0.0,2.39e-05,8.98,1.73
corundum-20-bb,3400,1000,54,2.79,23800.0,359000000000000.0,17.9,2.68,17.0,0.0,2.49e-05,8.84,1.69
corundum-20-bb,3400,1000,55,2.97,23500.0,361000000000000.0,18.0,2.69,17.0,0.0,2.6e-05,8.71,1.66
corundum-20-bb,3400,1000,56,3.16,23200.0,363000000000000.0,18.1,2.71,16.0,0.0,2.72e-05,8.59,1.63
corundum-20-bb,3400,1000,57,3.36,22900.0,365000000000000.0,18.2,2.73,16.0,0.0,2.84e-05,8.47,1.59
corundum-20-bb,3400,1000,58,3.58,22600.0,368000000000000.0,18.3,2.74,16.0,0.0,2.97e-05,8.35,1.56
corundum-20-bb,3400,1000,59,3.81,22300.0,370000000000000.0,18.4,2.76,16.0,1.0,3.12e-05,8.33,1.52
corundum-20-bb,3400,1000,60,4.06,22000.0,373000000000000.0,18.6,2.78,16.0,1.0,3.27e-05,8.23,1.49
corundum-20-bb,3400,1000,61,4.32,21800.0,374000000000000.0,18.6,2.79,16.0,0.0,3.4e-05,8.34,1.44
corundum-20-bb,3400,1000,62,4.6,21500.0,377000000000000.0,18.8,2.81,16.0,0.0,3.55e-05,8.24,1.41
corundum-20-bb,3400,1000,63,4.9,21300.0,379000000000000.0,18.9,2.83,16.0,0.0,3.72e-05,8.15,1.38
corundum-20-bb,3400,1000,64,5.22,21000.0,382000000000000.0,19.0,2.85,16.0,0.0,3.89e-05,8.06,1.35
corundum-20-bb,3400,1000,65,5.56,20700.0,384000000000000.0,19.1,2.87,16.0,0.0,4.07e-05,7.97,1.33
corundum-20-bb,3400,1000,66,5.92,20500.0,387000000000000.0,19.3,2.88,16.0,0.0,4.26e-05,7.89,1.3
corundum-20-bb,3400,1000,67,6.3,20200.0,389000000000000.0,19.4,2.9,16.0,0.0,4.46e-05,7.81,1.28
corundum-20-bb,3400,1000,68,6.71,19900.0,392000000000000.0,19.5,2.92,16.0,0.0,4.67e-05,7.74,1.25
corundum-20-bb,3400,1000,69,7.14,19600.0,395000000000000.0,19.7,2.94,16.0,0.0,4.89e-05,7.66,1.23
corundum-20-bb,3400,1000,70,7.61,19400.0,397000000000000.0,19.7,2.96,15.0,0.0,5.06e-05,7.64,1.21
corundum-20-bb,3400,1000,71,8.1,19200.0,399000000000000.0,19.9,2.98,15.0,0.0,5.3e-05,7.57,1.19
corundum-20-bb,3400,1000,72,8.62,18900.0,402000000000000.0,20.0,3.0,15.0,0.0,5.56e-05,7.5,1.17
corundum-20-bb,3400,1000,73,9.18,18600.0,405000000000000.0,20.2,3.03,15.0,0.0,5.83e-05,7.44,1.15
corundum-20-bb,3400,1000,74,9.78,18300.0,409000000000000.0,20.4,3.05,15.0,0.0,6.12e-05,7.38,1.13
corundum-20-bb,3400,1000,75,10.4,18000.0,412000000000000.0,20.5,3.07,15.0,0.0,6.43e-05,7.32,1.11
corundum-20-bb,3400,1000,76,11.1,17700.0,415000000000000.0,20.7,3.1,15.0,0.0,6.75e-05,7.26,1.09
corundum-20-bb,3400,1000,77,11.8,17400.0,419000000000000.0,20.9,3.13,15.0,0.0,7.09e-05,7.21,1.08
corundum-20-bb,3400,1000,78,12.6,17100.0,423000000000000.0,21.0,3.15,15.0,0.0,7.46e-05,7.16,1.06
corundum-20-bb,3400,1000,79,13.4,16800.0,426000000000000.0,21.2,3.18,15.0,0.0,7.84e-05,7.11,1.05
corundum-20-bb,3400,1000,80,14.2,16500.0,430000000000000.0,21.4,3.21,15.0,0.0,8.26e-05,7.06,1.03
corundum-20-bb,3400,1000,81,15.2,16200.0,435000000000000.0,21.6,3.24,15.0,1.0,8.69e-05,7.02,1.02
corundum-20-bb,3400,1000,82,16.2,15900.0,439000000000000.0,21.9,3.27,15.0,1.0,9.16e-05,6.97,1.01
corundum-20-bb,3400,1000,83,17.2,15500.0,445000000000000.0,22.2,3.32,14.0,1.0,9.63e-05,6.93,0.988
corundum-20-bb,3400,1000,84,18.3,15100.0,450000000000000.0,22.4,3.36,14.0,1.0,0.000102,6.88,0.977
corundum-20-bb,3400,1000,85,19.5,14800.0,455000000000000.0,22.6,3.39,14.0,1.0,0.000107,6.84,0.966
corundum-20-bb,3400,1000,86,20.8,14500.0,460000000000000.0,22.9,3.43,14.0,1.0,0.000113,6.79,0.956
corundum-20-bb,3400,1000,87,22.1,14200.0,464000000000000.0,23.1,3.46,14.0,1.0,0.000119,6.8,0.941
corundum-20-bb,3400,1000,88,23.5,13800.0,470000000000000.0,23.4,3.51,14.0,1.0,0.000126,6.76,0.933
corundum-20-bb,3400,1000,89,25.1,13500.0,476000000000000.0,23.7,3.55,14.0,1.0,0.000133,6.71,0.925
corundum-20-bb,3400,1000,90,26.7,13100.0,482000000000000.0,24.0,3.6,14.0,1.0,0.000141,6.67,0.917
corundum-20-bb,3400,1000,91,28.4,12800.0,489000000000000.0,24.4,3.65,14.0,1.0,0.000149,6.62,0.91
corundum-20-bb,3400,1000,92,30.3,12400.0,496000000000000.0,24.7,3.7,14.0,1.0,0.000158,6.58,0.904
corundum-20-bb,3400,1000,93,32.2,12100.0,503000000000000.0,25.1,3.76,13.0,2.0,0.000168,6.53,0.898
corundum-20-bb,3400,1000,94,34.3,11700.0,511000000000000.0,25.5,3.81,13.0,2.0,0.000179,6.48,0.892
corundum-20-bb,3400,1000,95,36.5,11300.0,519000000000000.0,25.9,3.87,13.0,2.0,0.00019,6.43,0.887
corundum-20-bb,3400,1000,96,38.9,11000.0,528000000000000.0,26.3,3.94,13.0,2.0,0.000202,6.37,0.882
corundum-20-bb,3400,1000,97,41.4,10600.0,537000000000000.0,26.7,4.01,13.0,2.0,0.000215,6.32,0.877
corundum-20-bb,3400,1000,98,44.1,10200.0,546000000000000.0,27.2,4.08,13.0,2.0,0.000229,6.26,0.873
corundum-20-bb,3400,1000,99,47.0,9890.0,556000000000000.0,27.7,4.15,13.0,2.0,0.000244,6.2,0.869
corundum-20-bb,3400,1000,100,50.0,9530.0,567000000000000.0,28.2,4.23,13.0,3.0,0.000261,6.13,0.866
corundum-20-bb,3400,1200,1,0.1,109000.0,167000000000000.0,8.33,1.25,26.0,0.0,2e-06,22.5,2.4
corundum-20-bb,3400,1200,2,0.106,108000.0,169000000000000.0,8.39,1.26,26.0,0.0,2.12e-06,22.7,2.45
corundum-20-bb,3400,1200,3,0.113,106000.0,170000000000000.0,8.44,1.27,26.0,0.0,2.23e-06,22.7,2.49
corundum-20-bb,3400,1200,4,0.121,105000.0,171000000000000.0,8.5,1.27,26.0,0.0,2.34e-06,22.7,2.52
corundum-20-bb,3400,1200,5,0.129,104000.0,172000000000000.0,8.55,1.28,26.0,0.0,2.46e-06,22.7,2.56
corundum-20-bb,3400,1200,6,0.137,102000.0,173000000000000.0,8.6,1.29,25.0,0.0,2.58e-06,22.6,2.59
corundum-20-bb,3400,1200,7,0.146,101000.0,174000000000000.0,8.66,1.3,25.0,0.0,2.7e-06,22.5,2.62
corundum-20-bb,3400,1200,8,0.155,99800.0,175000000000000.0,8.72,1.31,25.0,0.0,2.84e-06,22.5,2.65
corundum-20-bb,3400,1200,9,0.165,98500.0,176000000000000.0,8.78,1.31,25.0,0.0,2.97e-06,22.4,2.68
corundum-20-bb,3400,1200,10,0.176,97100.0,177000000000000.0,8.84,1.32,25.0,0.0,3.12e-06,22.2,2.7
corundum-20-bb,3400,1200,11,0.187,95800.0,179000000000000.0,8.9,1.33,25.0,0.0,3.26e-06,22.1,2.72
corundum-20-bb,3400,1200,12,0.199,94400.0,180000000000000.0,8.96,1.34,25.0,0.0,3.42e-06,21.9,2.74
corundum-20-bb,3400,1200,13,0.212,93100.0,181000000000000.0,9.02,1.35,25.0,0.0,3.58e-06,21.7,2.75
corundum-20-bb,3400,1200,14,0.226,91800.0,183000000000000.0,9.09,1.36,24.0,0.0,3.74e-06,21.5,2.76
corundum-20-bb,3400,1200,15,0.241,90500.0,184000000000000.0,9.15,1.37,24.0,0.0,3.92e-06,21.3,2.77
corundum-20-bb,3400,1200,16,0.256,89200.0,185000000000000.0,9.22,1.38,24.0,0.0,4.1e-06,21.0,2.78
corundum-20-bb,3400,1200,17,0.273,87900.0,186000000000000.0,9.29,1.39,24.0,0.0,4.28e-06,20.8,2.78
corundum-20-bb,3400,1200,18,0.291,86700.0,188000000000000.0,9.35,1.4,24.0,0.0,4.47e-06,20.5,2.78
corundum-20-bb,3400,1200,19,0.31,85500.0,189000000000000.0,9.42,1.41,24.0,0.0,4.67e-06,20.1,2.77
corundum-20-bb,3400,1200,20,0.33,84300.0,191000000000000.0,9.49,1.42,23.0,0.0,4.87e-06,19.8,2.77
corundum-20-bb,3400,1200,21,0.351,83100.0,192000000000000.0,9.55,1.43,23.0,0.0,5.08e-06,19.5,2.75
corundum-20-bb,3400,1200,22,0.374,81900.0,193000000000000.0,9.62,1.44,23.0,0.0,5.29e-06,19.1,2.74
corundum-20-bb,3400,1200,23,0.398,80800.0,195000000000000.0,9.69,1.45,23.0,0.0,5.52e-06,18.7,2.72
corundum-20-bb,3400,1200,24,0.424,79700.0,196000000000000.0,9.76,1.46,23.0,0.0,5.74e-06,18.3,2.7
corundum-20-bb,3400,1200,25,0.451,78600.0,197000000000000.0,9.82,1.47,23.0,0.0,5.98e-06,17.9,2.68
corundum-20-bb,3400,1200,26,0.48,77500.0,199000000000000.0,9.89,1.48,23.0,0.0,6.22e-06,17.5,2.65
corundum-20-bb,3400,1200,27,0.511,76500.0,200000000000000.0,9.96,1.49,22.0,0.0,6.47e-06,17.1,2.63
corundum-20-bb,3400,1200,28,0.545,75400.0,201000000000000.0,10.0,1.5,22.0,0.0,6.74e-06,16.7,2.6
corundum-20-bb,3400,1200,29,0.58,74400.0,203000000000000.0,10.1,1.51,22.0,0.0,7.05e-06,16.5,2.58
corundum-20-bb,3400,1200,30,0.617,73400.0,204000000000000.0,10.2,1.52,22.0,0.0,7.36e-06,16.3,2.56
corundum-20-bb,3400,1200,31,0.657,72500.0,205000000000000.0,10.2,1.53,22.0,0.0,7.69e-06,16.0,2.54
corundum-20-bb,3400,1200,32,0.7,71500.0,207000000000000.0,10.3,1.54,22.0,0.0,8.04e-06,15.7,2.51
corundum-20-bb,3400,1200,33,0.745,70600.0,208000000000000.0,10.4,1.55,22.0,0.0,8.39e-06,15.5,2.49
corundum-20-bb,3400,1200,34,0.794,69700.0,210000000000000.0,10.4,1.56,21.0,0.0,8.77e-06,15.2,2.46
corundum-20-bb,3400,1200,35,0.845,68800.0,211000000000000.0,10.5,1.57,21.0,0.0,9.15e-06,15.0,2.43
corundum-20-bb,3400,1200,36,0.9,67900.0,212000000000000.0,10.6,1.58,21.0,0.0,9.56e-06,14.7,2.4
corundum-20-bb,3400,1200,37,0.958,67100.0,214000000000000.0,10.6,1.59,21.0,0.0,9.98e-06,14.5,2.36
corundum-20-bb,3400,1200,38,1.02,66200.0,215000000000000.0,10.7,1.6,21.0,0.0,1.04e-05,14.2,2.33
corundum-20-bb,3400,1200,39,1.09,65400.0,216000000000000.0,10.8,1.61,21.0,0.0,1.09e-05,14.0,2.29
corundum-20-bb,3400,1200,40,1.16,64600.0,218000000000000.0,10.8,1.62,21.0,0.0,1.13e-05,13.7,2.26
corundum-20-bb,3400,1200,41,1.23,63800.0,219000000000000.0,10.9,1.63,21.0,0.0,1.18e-05,13.4,2.22
corundum-20-bb,3400,1200,42,1.31,63200.0,220000000000000.0,11.0,1.64,21.0,0.0,1.22e-05,13.3,2.19
corundum-20-bb,3400,1200,43,1.4,62300.0,222000000000000.0,11.0,1.65,20.0,0.0,1.28e-05,13.1,2.15
corundum-20-bb,3400,1200,44,1.49,61500.0,223000000000000.0,11.1,1.66,20.0,0.0,1.33e-05,12.8,2.11
