 ===========================
  Output from program Dusty 
  Version: 2.0
 ===========================
  
  INPUT parameters from file:
  year4_3200_600.inp                                                    
  
* ----------------------------------------------------------------------
* NOTES:
* This is a simple version of an input file producing a minimal output.
* ----------------------------------------------------------------------
  Central source spectrum described by a black body                       
  with temperature: 3200 K
  --------------------------------------------
  Abundances for supported grains:
  Sil-Ow Sil-Oc Sil-DL grf-DL amC-Hn SiC-Pg
  1.000  0.000  0.000  0.000  0.000  0.000
  MRN size distribution:
       Power q:  3.5
  Minimal size: 5.00E-03 microns
  Maximal size: 2.50E-01 microns
  --------------------------------------------
  Dust temperature on the inner boundary: 600  K
  --------------------------------------------
  Density for radiatively driven winds from
  full dynamic calculation.
  Relative thickness: 1.000E+04
  --------------------------------------------
  Optical depths at 1.0E+01 microns
  ranging from 1.00E-01 to 5.00E+01
  100 models with logarithmic grid           
  Required accuracy: 5%
  --------------------------------------------
  
  ====================================================  
  For compliance with the point-source assumption, the
  following results should only be applied to sources 
  whose effective temperature exceeds 1213 K.
  ====================================================
          
  RESULTS:
  --------
 ###   tau0   F1(W/m2)  r1(cm)    r1/rc   theta1  Td(Y) err   Mdot      Ve       M> 
 ###     1        2        3        4        5      6    7      8        9       10 
 ======================================================================================
  12 1.99E-01 5.18E+03 7.68E+14 3.39E+01 5.73E+00   16   0  6.68E-06 1.08E+01 2.75E+00
  13 2.12E-01 5.10E+03 7.74E+14 3.41E+01 5.77E+00   15   0  7.00E-06 1.07E+01 2.77E+00
  14 2.26E-01 5.03E+03 7.80E+14 3.44E+01 5.82E+00   15   0  7.33E-06 1.06E+01 2.79E+00
  15 2.41E-01 4.95E+03 7.86E+14 3.47E+01 5.87E+00   15   0  7.68E-06 1.05E+01 2.80E+00
  16 2.56E-01 4.87E+03 7.93E+14 3.50E+01 5.91E+00   15   0  8.04E-06 1.04E+01 2.81E+00
  17 2.73E-01 4.79E+03 7.99E+14 3.52E+01 5.96E+00   15   0  8.41E-06 1.03E+01 2.82E+00
  18 2.91E-01 4.72E+03 8.05E+14 3.55E+01 6.01E+00   15   0  8.80E-06 1.02E+01 2.83E+00
  19 3.10E-01 4.64E+03 8.12E+14 3.58E+01 6.06E+00   15   0  9.20E-06 1.00E+01 2.83E+00
  20 3.30E-01 4.57E+03 8.18E+14 3.61E+01 6.11E+00   15   0  9.61E-06 9.89E+00 2.82E+00
  21 3.51E-01 4.49E+03 8.25E+14 3.64E+01 6.15E+00   15   0  1.00E-05 9.73E+00 2.82E+00
  22 3.74E-01 4.42E+03 8.31E+14 3.67E+01 6.20E+00   15   0  1.05E-05 9.56E+00 2.81E+00
  23 3.98E-01 4.35E+03 8.38E+14 3.70E+01 6.25E+00   15   0  1.09E-05 9.39E+00 2.80E+00
  24 4.24E-01 4.29E+03 8.45E+14 3.73E+01 6.30E+00   15   0  1.14E-05 9.20E+00 2.78E+00
  25 4.51E-01 4.22E+03 8.51E+14 3.76E+01 6.35E+00   14   0  1.19E-05 9.01E+00 2.76E+00
  26 4.80E-01 4.16E+03 8.58E+14 3.78E+01 6.40E+00   14   0  1.24E-05 8.81E+00 2.74E+00
  27 5.11E-01 4.09E+03 8.64E+14 3.81E+01 6.45E+00   14   0  1.29E-05 8.60E+00 2.71E+00
  28 5.45E-01 4.03E+03 8.71E+14 3.84E+01 6.50E+00   14   0  1.34E-05 8.39E+00 2.68E+00
  29 5.80E-01 3.97E+03 8.78E+14 3.87E+01 6.55E+00   14   0  1.39E-05 8.17E+00 2.65E+00
  30 6.17E-01 3.91E+03 8.84E+14 3.90E+01 6.60E+00   14   0  1.45E-05 8.03E+00 2.63E+00
  31 6.57E-01 3.85E+03 8.91E+14 3.93E+01 6.65E+00   14   0  1.52E-05 7.90E+00 2.60E+00
  32 7.00E-01 3.80E+03 8.97E+14 3.96E+01 6.70E+00   14   0  1.59E-05 7.77E+00 2.58E+00
  33 7.45E-01 3.74E+03 9.04E+14 3.99E+01 6.74E+00   14   0  1.66E-05 7.64E+00 2.55E+00
  34 7.94E-01 3.69E+03 9.10E+14 4.02E+01 6.79E+00   14   0  1.73E-05 7.51E+00 2.52E+00
  35 8.45E-01 3.64E+03 9.17E+14 4.04E+01 6.84E+00   14   0  1.81E-05 7.37E+00 2.49E+00
  36 9.00E-01 3.59E+03 9.23E+14 4.07E+01 6.89E+00   13   0  1.89E-05 7.24E+00 2.46E+00
  37 9.58E-01 3.54E+03 9.30E+14 4.10E+01 6.94E+00   13   0  1.97E-05 7.11E+00 2.43E+00
  38 1.02E+00 3.49E+03 9.36E+14 4.13E+01 6.99E+00   13   0  2.05E-05 6.98E+00 2.39E+00
  39 1.09E+00 3.44E+03 9.43E+14 4.16E+01 7.03E+00   13   0  2.14E-05 6.84E+00 2.35E+00
  40 1.16E+00 3.39E+03 9.49E+14 4.19E+01 7.08E+00   13   0  2.24E-05 6.71E+00 2.31E+00
  41 1.23E+00 3.35E+03 9.56E+14 4.22E+01 7.13E+00   13   0  2.34E-05 6.58E+00 2.28E+00
  42 1.31E+00 3.32E+03 9.60E+14 4.23E+01 7.16E+00   13   0  2.41E-05 6.47E+00 2.25E+00
  43 1.40E+00 3.26E+03 9.68E+14 4.27E+01 7.22E+00   13   0  2.51E-05 6.36E+00 2.20E+00
  44 1.49E+00 3.22E+03 9.74E+14 4.30E+01 7.27E+00   13   0  2.63E-05 6.23E+00 2.16E+00
  45 1.58E+00 3.18E+03 9.81E+14 4.33E+01 7.32E+00   13   0  2.74E-05 6.11E+00 2.12E+00
  46 1.69E+00 3.13E+03 9.89E+14 4.36E+01 7.38E+00   13   0  2.88E-05 6.04E+00 2.06E+00
  47 1.80E+00 3.09E+03 9.95E+14 4.39E+01 7.43E+00   13   0  3.00E-05 5.93E+00 2.02E+00
  48 1.91E+00 3.05E+03 1.00E+15 4.42E+01 7.48E+00   13   0  3.13E-05 5.81E+00 1.98E+00
  49 2.04E+00 3.01E+03 1.01E+15 4.45E+01 7.53E+00   12   0  3.27E-05 5.70E+00 1.94E+00
  50 2.17E+00 2.97E+03 1.02E+15 4.48E+01 7.57E+00   12   0  3.41E-05 5.60E+00 1.90E+00
  51 2.31E+00 2.93E+03 1.02E+15 4.51E+01 7.62E+00   12   0  3.56E-05 5.49E+00 1.86E+00
  52 2.46E+00 2.89E+03 1.03E+15 4.54E+01 7.67E+00   12   0  3.72E-05 5.38E+00 1.82E+00
  53 2.62E+00 2.85E+03 1.04E+15 4.57E+01 7.72E+00   12   0  3.88E-05 5.29E+00 1.78E+00
  54 2.79E+00 2.83E+03 1.04E+15 4.59E+01 7.76E+00   12   0  4.01E-05 5.22E+00 1.75E+00
  55 2.97E+00 2.79E+03 1.05E+15 4.62E+01 7.81E+00   12   0  4.19E-05 5.13E+00 1.71E+00
  56 3.16E+00 2.75E+03 1.05E+15 4.65E+01 7.86E+00   12   1  4.38E-05 5.04E+00 1.67E+00
  57 3.36E+00 2.72E+03 1.06E+15 4.68E+01 7.91E+00   12   1  4.57E-05 4.95E+00 1.64E+00
  58 3.58E+00 2.68E+03 1.07E+15 4.71E+01 7.97E+00   12   1  4.78E-05 4.87E+00 1.60E+00
  59 3.81E+00 2.64E+03 1.08E+15 4.75E+01 8.03E+00   12   1  5.02E-05 4.85E+00 1.55E+00
  60 4.06E+00 2.60E+03 1.08E+15 4.78E+01 8.09E+00   12   1  5.25E-05 4.77E+00 1.52E+00
  61 4.32E+00 2.57E+03 1.09E+15 4.81E+01 8.13E+00   12   0  5.46E-05 4.83E+00 1.46E+00
  62 4.60E+00 2.54E+03 1.10E+15 4.84E+01 8.19E+00   12   0  5.71E-05 4.76E+00 1.43E+00
  63 4.90E+00 2.51E+03 1.10E+15 4.87E+01 8.24E+00   11   0  5.97E-05 4.69E+00 1.40E+00
  64 5.22E+00 2.47E+03 1.11E+15 4.91E+01 8.30E+00   11   0  6.24E-05 4.63E+00 1.37E+00
  65 5.56E+00 2.44E+03 1.12E+15 4.94E+01 8.36E+00   11   0  6.52E-05 4.57E+00 1.34E+00
  66 5.92E+00 2.40E+03 1.13E+15 4.98E+01 8.42E+00   11   0  6.82E-05 4.51E+00 1.31E+00
  67 6.30E+00 2.37E+03 1.14E+15 5.01E+01 8.48E+00   11   0  7.14E-05 4.45E+00 1.29E+00
  68 6.71E+00 2.34E+03 1.14E+15 5.05E+01 8.54E+00   11   0  7.47E-05 4.39E+00 1.26E+00
  69 7.14E+00 2.30E+03 1.15E+15 5.08E+01 8.60E+00   11   0  7.82E-05 4.34E+00 1.23E+00
  70 7.61E+00 2.28E+03 1.16E+15 5.11E+01 8.64E+00   11   0  8.09E-05 4.30E+00 1.21E+00
  71 8.10E+00 2.25E+03 1.17E+15 5.15E+01 8.71E+00   11   0  8.47E-05 4.25E+00 1.19E+00
  72 8.62E+00 2.21E+03 1.18E+15 5.19E+01 8.77E+00   11   0  8.88E-05 4.20E+00 1.16E+00
  73 9.18E+00 2.18E+03 1.18E+15 5.23E+01 8.84E+00   11   0  9.30E-05 4.16E+00 1.14E+00
  74 9.78E+00 2.15E+03 1.19E+15 5.27E+01 8.91E+00   11   0  9.76E-05 4.12E+00 1.12E+00
  75 1.04E+01 2.11E+03 1.20E+15 5.31E+01 8.98E+00   11   0  1.02E-04 4.07E+00 1.10E+00
  76 1.11E+01 2.08E+03 1.21E+15 5.35E+01 9.05E+00   11   0  1.07E-04 4.03E+00 1.08E+00
  77 1.18E+01 2.04E+03 1.22E+15 5.40E+01 9.13E+00   11   0  1.13E-04 3.99E+00 1.06E+00
  78 1.26E+01 2.01E+03 1.23E+15 5.44E+01 9.20E+00   11   0  1.18E-04 3.96E+00 1.04E+00
  79 1.34E+01 1.98E+03 1.24E+15 5.49E+01 9.28E+00   10   0  1.24E-04 3.92E+00 1.02E+00
  80 1.42E+01 1.94E+03 1.25E+15 5.53E+01 9.36E+00   10   0  1.30E-04 3.89E+00 1.00E+00
  81 1.52E+01 1.91E+03 1.27E+15 5.58E+01 9.44E+00   10   0  1.37E-04 3.85E+00 9.87E-01
  82 1.62E+01 1.88E+03 1.28E+15 5.63E+01 9.53E+00   10   0  1.44E-04 3.82E+00 9.71E-01
  83 1.72E+01 1.84E+03 1.29E+15 5.68E+01 9.61E+00   10   1  1.51E-04 3.79E+00 9.56E-01
  84 1.83E+01 1.80E+03 1.30E+15 5.75E+01 9.73E+00   10   1  1.59E-04 3.77E+00 9.34E-01
  85 1.95E+01 1.76E+03 1.32E+15 5.81E+01 9.82E+00   10   1  1.67E-04 3.75E+00 9.20E-01
  86 2.08E+01 1.73E+03 1.33E+15 5.86E+01 9.92E+00   10   1  1.76E-04 3.72E+00 9.06E-01
  87 2.21E+01 1.70E+03 1.34E+15 5.91E+01 9.99E+00   10   1  1.84E-04 3.71E+00 8.90E-01
  88 2.35E+01 1.67E+03 1.35E+15 5.97E+01 1.01E+01   10   1  1.93E-04 3.69E+00 8.77E-01
  89 2.51E+01 1.64E+03 1.37E+15 6.03E+01 1.02E+01   10   1  2.04E-04 3.66E+00 8.66E-01
  90 2.67E+01 1.60E+03 1.38E+15 6.10E+01 1.03E+01   10   1  2.15E-04 3.63E+00 8.54E-01
  91 2.84E+01 1.57E+03 1.40E+15 6.16E+01 1.04E+01   10   1  2.27E-04 3.60E+00 8.44E-01
  92 3.03E+01 1.53E+03 1.41E+15 6.23E+01 1.05E+01   10   1  2.39E-04 3.58E+00 8.33E-01
  93 3.22E+01 1.50E+03 1.43E+15 6.30E+01 1.07E+01   10   1  2.52E-04 3.55E+00 8.23E-01
  94 3.43E+01 1.46E+03 1.45E+15 6.38E+01 1.08E+01   10   1  2.67E-04 3.52E+00 8.14E-01
  95 3.65E+01 1.43E+03 1.46E+15 6.46E+01 1.09E+01    9   2 2.82E-04 3.50E+00 8.05E-01
  96 3.89E+01 1.39E+03 1.48E+15 6.54E+01 1.11E+01    9   2 2.98E-04 3.47E+00 7.96E-01
  97 4.14E+01 1.36E+03 1.50E+15 6.62E+01 1.12E+01    9   2 3.16E-04 3.44E+00 7.88E-01
  98 4.41E+01 1.32E+03 1.52E+15 6.71E+01 1.14E+01    9   2 3.34E-04 3.41E+00 7.80E-01
  99 4.70E+01 1.28E+03 1.54E+15 6.81E+01 1.15E+01    9   2 3.54E-04 3.39E+00 7.72E-01
 100 5.00E+01 1.25E+03 1.56E+15 6.90E+01 1.17E+01    9   2 3.75E-04 3.36E+00 7.65E-01
 ======================================================================================
   (1) Optical depth at 1.0E+01 microns
   (2) Bolometric flux at the inner radius 
   (3) Inner radius for L=1E4 Lsun
   (4) Ratio of the inner to the stellar radius
   (5) Angular size (in arcsec) when Fbol=1E-6 W/m2
   (6) Dust temperature at the outer edge (in K)
   (7) Maximum error in flux conservation (%)
   (8) Mass-loss rate (in Msun/yr)
   (9) Terminal outflow velocity (in km/s)
   (10) Upper limit of the stellar mass (in Msun)
 =================================================
  Everything is OK for all models
  Spectra are in files *.s##
 ========== THE END ==============================
